"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"VAV1"	"0.88"	"0.55"	"vav guanine nucleotide exchange factor 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"17"	"280"	"1"	"0"	"238"	"0"	"R-HSA-109582,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-9748784"	"Hemostasis,Signal Transduction,Disease,Immune System,Drug ADME"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"P15498,A0A0A0MR07,Q96D37,B2R8B5"	"C0152013"	"ENSG00000141968"	"7409"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"CSRP3"	"0.83"	"0.55"	"cysteine and glycine rich protein 3"	"1.0261E-7"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"12"	"280"	"1"	"179"	"238"	"0"	""	""	"Cellular structure"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P50461,A2TDB8"	"C0152013"	"ENSG00000129170"	"8048"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"CAPG"	"0.83"	"0.52"	"capping actin protein, gelsolin like"	"5.4378E-8"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"5"	"280"	"1"	"1"	"238"	"0"	""	""	"Cellular structure"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B2R9S4,P40121,V9HW69"	"C0152013"	"ENSG00000042493"	"822"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"EIF2B5"	"0.63"	"0.61"	"eukaryotic translation initiation factor 2B subunit epsilon"	"0.15935"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2014"	"16"	"280"	"1"	"101"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q13144"	"C0152013"	"ENSG00000145191"	"8893"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"ATP5PD"	"0.33"	"0.78"	"ATP synthase peripheral stalk subunit d"	"0.0076884"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"3"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1430728,R-HSA-1852241,R-HSA-392499"	"Metabolism,Organelle biogenesis and maintenance,Metabolism of proteins"	"Transporter"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O75947,A0PJH2"	"C0152013"	"ENSG00000167863"	"10476"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NUDT21"	"0.63"	"0.63"	"nudix hydrolase 21"	"0.95015"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"2"	"238"	"0"	"R-HSA-74160,R-HSA-8953854"	"Gene expression (Transcription),Metabolism of RNA"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O43809"	"C0152013"	"ENSG00000167005"	"11051"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"IPO4"	"0.29"	"0.76"	"importin 4"	"2.6621E-20"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"1"	"238"	"0"	""	""	"Transporter"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B3KT38,Q8TEX9"	"C0152013"	"ENSG00000196497"	"79711"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SUCLG2"	"0.54"	"0.64"	"succinate-CoA ligase GDP-forming subunit beta"	"4.0462E-12"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"6"	"280"	"1"	"23"	"238"	"0"	"R-HSA-1430728,R-HSA-392499"	"Metabolism,Metabolism of proteins"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q96I99"	"C0152013"	"ENSG00000172340"	"8801"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"H1-10"	"0.42"	"0.73"	"H1.10 linker histone"	"0.3479"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"2"	"238"	"0"	""	""	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q92522"	"C0152013"	"ENSG00000184897"	"8971"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SNORD22"	"0.17"	"0.83"	"small nucleolar RNA, C/D box 22"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	""	"C0152013"	"ENSG00000277194"	"9304"	"snoRNA"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2012"	"MS4A1"	"0.88"	"0.42"	"membrane spanning 4-domains A1"	"2.9438E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2012"	"8"	"280"	"1"	"4"	"238"	"0"	""	""	"Receptor"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P11836"	"C0152013"	"ENSG00000156738"	"931"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GART"	"0.79"	"0.57"	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	"0.95473"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"2"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q59HH3,P22102"	"C0152013"	"ENSG00000159131"	"2618"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"HSPB1"	"0.88"	"0.43"	"heat shock protein family B (small) member 1"	"2.2734E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"41"	"280"	"1"	"141"	"238"	"0"	"R-HSA-162582,R-HSA-8953854"	"Signal Transduction,Metabolism of RNA"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"P04792,V9HW43"	"C0152013"	"ENSG00000106211"	"3315"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"EIF2B1"	"0.46"	"0.67"	"eukaryotic translation initiation factor 2B subunit alpha"	"9.6327E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"11"	"280"	"1"	"40"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q14232"	"C0152013"	"ENSG00000111361"	"1967"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PCBD1"	"0.83"	"0.61"	"pterin-4 alpha-carbinolamine dehydratase 1"	"1.3701E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"23"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P61457"	"C0152013"	"ENSG00000166228"	"5092"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PPAN"	"0.38"	"0.73"	"peter pan homolog"	"1.4589E-11"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"2"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"A8MV53,Q9NQ55"	"C0152013"	"ENSG00000130810"	"56342"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RRS1"	"0.75"	"0.6"	"ribosome biogenesis regulator 1 homolog"	"0.18797"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	""	""	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q15050"	"C0152013"	"ENSG00000179041"	"23212"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"STK39"	"0.75"	"0.6"	"serine/threonine kinase 39"	"0.99999"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"11"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9UEW8"	"C0152013"	"ENSG00000198648"	"27347"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2010"	"APOA1"	"0.88"	"0.37"	"apolipoprotein A1"	"5.2702E-7"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2010"	"44"	"280"	"1"	"40"	"238"	"0"	"R-HSA-109582,R-HSA-1430728,R-HSA-1643685,R-HSA-382551,R-HSA-392499,R-HSA-5653656,R-HSA-8953897,R-HSA-9709957"	"Hemostasis,Metabolism,Disease,Transport of small molecules,Metabolism of proteins,Vesicle-mediated transport,Cellular responses to stimuli,Sensory Perception"	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"P02647,A0A024R3E3"	"C0152013"	"ENSG00000118137"	"335"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"JUNB"	"0.88"	"0.53"	"JunB proto-oncogene, AP-1 transcription factor subunit"	"0.22751"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2014"	"8"	"280"	"1"	"1"	"238"	"0"	"R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-74160"	"Signal Transduction,Disease,Immune System,Gene expression (Transcription)"	"Transcription factor"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P17275,Q5U079"	"C0152013"	"ENSG00000171223"	"3726"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"ARG1"	"0.92"	"0.46"	"arginase 1"	"2.335E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"13"	"280"	"1"	"161"	"238"	"0"	"R-HSA-1430728,R-HSA-168256"	"Metabolism,Immune System"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P05089"	"C0152013"	"ENSG00000118520"	"383"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SNRPG"	"0.58"	"0.68"	"small nuclear ribonucleoprotein polypeptide G"	"0.53276"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	"R-HSA-1643685,R-HSA-74160,R-HSA-8953854"	"Disease,Gene expression (Transcription),Metabolism of RNA"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"C9JVQ0,F5H013,P62308,Q49AN9"	"C0152013"	"ENSG00000143977"	"6637"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"NAA10"	"0.83"	"0.49"	"N-alpha-acetyltransferase 10, NatA catalytic subunit"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"37"	"238"	"0"	""	""	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"B7Z9N2,P41227"	"C0152013"	"ENSG00000102030"	"8260"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"GRWD1"	"0.38"	"0.76"	"glutamate rich WD repeat containing 1"	"1.5375E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9BQ67"	"C0152013"	"ENSG00000105447"	"83743"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"PABPC4"	"0.58"	"0.71"	"poly(A) binding protein cytoplasmic 4"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"9"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q13310"	"C0152013"	"ENSG00000090621"	"8761"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"AHCY"	"0.88"	"0.52"	"adenosylhomocysteinase"	"9.1412E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"15"	"280"	"1"	"65"	"238"	"0"	"R-HSA-1430728,R-HSA-1643685"	"Metabolism,Disease"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P23526,A0A384MTQ3"	"C0152013"	"ENSG00000101444"	"191"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"POLR1D"	"0.79"	"0.57"	"RNA polymerase I and III subunit D"	"0.0035145"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"6"	"280"	"1"	"27"	"238"	"0"	"R-HSA-168256,R-HSA-74160"	"Immune System,Gene expression (Transcription)"	"Enzyme"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P0DPB5,P0DPB6,A0A087WTY1"	"C0152013"	"ENSG00000186184"	"51082"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"CMTR2"	"0.42"	"0.7"	"cap methyltransferase 2"	"8.8415E-12"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"4"	"280"	"1"	"0"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q8IYT2"	"C0152013"	"ENSG00000180917"	"55783"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RPL27A"	"0.42"	"0.73"	"ribosomal protein L27a"	"0.99975"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"2"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-392499,R-HSA-8953854,R-HSA-8953897"	"Developmental Biology,Metabolism,Disease,Metabolism of proteins,Metabolism of RNA,Cellular responses to stimuli"	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P46776"	"C0152013"	"ENSG00000166441"	"6157"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"MOS"	"0.83"	"0.57"	"MOS proto-oncogene, serine/threonine kinase"	"0.10358"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"2"	"280"	"0"	"3"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P00540"	"C0152013"	"ENSG00000172680"	"4342"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"ZFHX3"	"0.92"	"0.5"	"zinc finger homeobox 3"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"31"	"280"	"0"	"91"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q15911,Q8N2Y6"	"C0152013"	"ENSG00000140836"	"463"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"PAK5"	"0.63"	"0.6"	"p21 (RAC1) activated kinase 5"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"5"	"280"	"0"	"9"	"238"	"0"	"R-HSA-1266738,R-HSA-162582"	"Developmental Biology,Signal Transduction"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9P286,B0AZM9"	"C0152013"	"ENSG00000101349"	"57144"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"PLK2"	"0.83"	"0.59"	"polo like kinase 2"	"0.99563"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"12"	"280"	"0"	"5"	"238"	"0"	"R-HSA-1643685,R-HSA-74160"	"Disease,Gene expression (Transcription)"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A087WUH9,Q9NYY3"	"C0152013"	"ENSG00000145632"	"10769"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"TAF1L"	"0.29"	"0.74"	"TATA-box binding protein associated factor 1 like"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"3"	"280"	"0"	"2"	"238"	"1"	"R-HSA-1643685,R-HSA-74160"	"Disease,Gene expression (Transcription)"	"Epigenetic regulator"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q8IZX4"	"C0152013"	"ENSG00000122728"	"138474"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"TRPM6"	"0.63"	"0.63"	"transient receptor potential cation channel subfamily M member 6"	"0.017847"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"8"	"280"	"0"	"140"	"238"	"1"	"R-HSA-382551"	"Transport of small molecules"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9BX84"	"C0152013"	"ENSG00000119121"	"140803"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"MYO18B"	"0.71"	"0.61"	"myosin XVIIIB"	"6.9879E-52"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"11"	"280"	"0"	"71"	"238"	"1"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q8IUG5"	"C0152013"	"ENSG00000133454"	"84700"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"FASTK"	"0.71"	"0.61"	"Fas activated serine/threonine kinase"	"5.9409E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"1"	"280"	"0"	"1"	"238"	"1"	"R-HSA-8953854"	"Metabolism of RNA"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"A0A090N8I0,Q14296,A0A090N8Z7"	"C0152013"	"ENSG00000164896"	"10922"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"CSNK1E"	"0.83"	"0.57"	"casein kinase 1 epsilon"	"0.51939"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"5"	"280"	"0"	"2"	"238"	"0"	"R-HSA-162582,R-HSA-1640170,R-HSA-1852241,R-HSA-400253,R-HSA-8953854"	"Signal Transduction,Cell Cycle,Organelle biogenesis and maintenance,Circadian Clock,Metabolism of RNA"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q5U045,P49674"	"C0152013"	"ENSG00000213923"	"1454"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"MIER3"	"0.29"	"0.74"	"MIER family member 3"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"3"	"280"	"0"	"2"	"238"	"0"	""	""	"Nucleic acid binding"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q7Z3K6"	"C0152013"	"ENSG00000155545"	"166968"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"NEK1"	"0.83"	"0.51"	"NIMA related kinase 1"	"8.761E-23"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"19"	"280"	"0"	"223"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q5JXL9,Q96PY6"	"C0152013"	"ENSG00000137601"	"4750"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"MAP2K7"	"0.71"	"0.61"	"mitogen-activated protein kinase kinase 7"	"0.99743"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"12"	"280"	"0"	"6"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"O14733,B4DV95"	"C0152013"	"ENSG00000076984"	"5609"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"KSR2"	"0.75"	"0.64"	"kinase suppressor of ras 2"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"9"	"280"	"0"	"23"	"238"	"0"	"R-HSA-162582,R-HSA-1643685"	"Signal Transduction,Disease"	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q6VAB6"	"C0152013"	"ENSG00000171435"	"283455"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"MAP3K15"	"0.63"	"0.67"	"mitogen-activated protein kinase kinase kinase 15"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"6"	"280"	"0"	"36"	"238"	"1"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q6ZN16"	"C0152013"	"ENSG00000180815"	"389840"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"ALX4"	"0.79"	"0.52"	"ALX homeobox 4"	"3.2353E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"24"	"280"	"0"	"97"	"238"	"0"	""	""	""	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q9H161"	"C0152013"	"ENSG00000052850"	"60529"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"AATK"	"0.71"	"0.7"	"apoptosis associated tyrosine kinase"	"5.0727E-39"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"2"	"280"	"0"	"6"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q6ZMQ8,H7C175"	"C0152013"	"ENSG00000181409"	"9625"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"TEC"	"0.71"	"0.62"	"tec protein tyrosine kinase"	"2.2076E-14"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"1"	"280"	"0"	"1"	"238"	"0"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"P42680"	"C0152013"	"ENSG00000135605"	"7006"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	""	""	""	"PSKH2"	"0.08"	"0.94"	"protein serine kinase H2"	"5.6406E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"1"	"280"	"0"	"2"	"238"	"1"	""	""	"Kinase"	"0.4"	"Neoplastic Process (T191)"	"disease"	"Q96QS6"	"C0152013"	"ENSG00000147613"	"85481"	"protein-coding"	"0"	"0"	"0"
